gfem_front_base_x,gfem_front_base_y,gfem_front_base_z,gfem_rear_base_x,gfem_rear_base_y,gfem_rear_base_z,gfem_front_deform_x,gfem_front_deform_y,gfem_front_deform_z,gfem_rear_deform_x,gfem_rear_deform_y,gfem_rear_deform_z,dfem_front_base_x,dfem_front_base_y,dfem_front_base_z,dfem_rear_base_x,dfem_rear_base_y,dfem_rear_base_z,dfem_front_deform_x,dfem_front_deform_y,dfem_front_deform_z,dfem_rear_deform_x,dfem_rear_deform_y,dfem_rear_deform_z
43036.7963,-23397.5965,1019.236187,43964.29386,-22852.56381,993.5846277,43028.6748,-23390.40289,1045.507776,43959.59051,-22844.06939,1011.285783,43149.45959,-23519.7295,1034.815996,44013.44703,-23010.83439,1025.979171,43149.0677,-23518.1167,1051.4613,44012.77486,-23008.52453,1049.098
43015.18521,-23360.9475,1016.596141,43944.53245,-22814.83389,990.8095831,43007.0649,-23353.77579,1042.564828,43939.91927,-22806.30705,1008.243712,43119.13046,-23468.13776,1030.69372,43985.69829,-22957.73214,1021.659625,43118.67032,-23466.55353,1046.8429,43985.0738,-22955.48982,1044.0098
42993.57384,-23324.29802,1013.96491,43924.77071,-22777.10322,988.0470808,42985.45499,-23317.14866,1039.622465,43920.24774,-22768.54415,1005.210601,43114.07569,-23459.53919,1030.006721,43981.07353,-22948.8817,1020.941018,43113.67075,-23457.95969,1046.0814,43980.47385,-22946.7006,1043.1625
42971.96219,-23287.64808,1011.342498,43905.00866,-22739.37181,985.2971383,42963.84506,-23280.52148,1036.680816,43900.5759,-22730.78067,1002.186655,43129.24006,-23485.3349,1032.06776,43994.94785,-22975.43286,1023.097986,43128.76946,-23483.74122,1048.3858,43994.2739,-22973.16818,1045.7049
42950.35027,-23250.99766,1008.728907,43885.24629,-22701.63968,982.5597776,42942.23509,-23243.89426,1033.740014,43880.90376,-22693.01661,999.1720391,43124.18525,-23476.73633,1031.380733,43990.32307,-22966.58253,1022.378618,43123.76989,-23475.14737,1047.6144,43989.67384,-22964.379,1044.8572
42928.73807,-23214.34678,1006.124136,43865.4836,-22663.90679,979.8349915,42920.6251,-23207.26698,1030.80019,43861.23131,-22655.25194,996.1668525,43189.90016,-23588.52036,1040.312901,44050.44305,-23081.63778,1031.757948,43189.46398,-23586.86798,1057.601,44049.78072,-23079.23467,1055.9174
42907.1256,-23177.69544,1003.528186,43845.72058,-22626.17314,977.12277,42899.01506,-23170.63963,1027.861476,43841.55855,-22617.48669,993.1710713,43200.01054,-23605.71829,1041.687169,44059.69134,-23099.33876,1033.205762,43199.56299,-23604.05585,1059.1432,44059.08323,-23096.9114,1057.6307
42885.51285,-23141.04363,1000.941052,43825.95725,-22588.43876,974.4231008,42877.40498,-23134.01221,1024.924006,43821.8855,-22579.72088,990.1846283,43194.95534,-23597.11931,1041.000033,44055.06723,-23090.48826,1032.481708,43194.56349,-23595.46191,1058.3721,44054.48193,-23088.12305,1056.7689
,,,,,,,,,,,,43210.12099,-23622.91624,1043.061444,44068.93932,-23117.03982,1034.654725,43209.66197,-23621.24374,1060.6753,44068.28624,-23114.58776,1059.3356
,,,,,,,,,,,,43205.06576,-23614.31727,1042.374306,44064.31537,-23108.18928,1033.930103,43204.66248,-23612.6498,1059.9043,44063.68468,-23105.79959,1058.4829
,,,,,,,,,,,,43174.73476,-23562.7236,1038.25152,44036.57003,-23055.08644,1029.58849,43174.26541,-23561.0862,1055.2975,44035.97782,-23052.76887,1053.3552
,,,,,,,,,,,,43169.67965,-23554.12468,1037.5644,44031.94554,-23046.23602,1028.865965,43169.26588,-23552.49229,1054.5263,44031.27703,-23043.88015,1052.5052
,,,,,,,,,,,,43164.62456,-23545.52578,1036.877283,44027.32099,-23037.38561,1028.143765,43164.16634,-23543.89838,1053.7651,44026.67638,-23035.09131,1051.6454
,,,,,,,,,,,,43184.845,-23579.92142,1039.62577,44045.81878,-23072.78732,1031.034488,43184.36446,-23578.27405,1056.8398,44045.17966,-23070.44613,1055.0563
,,,,,,,,,,,,43179.78987,-23571.3225,1038.938643,44041.19444,-23063.93687,1030.311333,43179.36494,-23569.68012,1056.0687,44040.57866,-23061.55757,1054.2056
,,,,,,,,,,,,42679.35701,-22719.9812,971.1657217,43583.27867,-22187.62067,960.9191914,42679.01018,-22719.01779,980.06034,43582.82957,-22186.23653,972.8569
,,,,,,,,,,,,42573.1883,-22539.37223,956.9470355,43486.18298,-22001.67541,946.7071232,42572.8303,-22538.56398,964.14626,43485.79359,-22000.50566,956.38596
,,,,,,,,,,,,42623.74329,-22625.37942,963.7076224,43532.41534,-22090.22407,953.457335,42623.32003,-22624.49437,971.70502,43531.9623,-22088.92579,964.1961
,,,,,,,,,,,,42598.46536,-22582.37661,960.3250456,43509.29976,-22045.94977,950.0779671,42598.125,-22581.52919,967.92094,43508.87779,-22044.66584,960.2835
,,,,,,,,,,,,42608.57643,-22599.57791,961.6775194,43518.54599,-22063.65957,951.4287236,42608.22297,-22598.71527,969.43285,43518.07155,-22062.44985,961.8471
,,,,,,,,,,,,42603.52088,-22590.9773,961.0011918,43513.92289,-22054.80468,950.7531773,42603.12398,-22590.12223,968.6768,43513.47466,-22053.55785,961.0647
,,,,,,,,,,,,42618.68764,-22616.77898,963.0307365,43527.79219,-22081.36928,952.7808076,42618.321,-22615.90134,970.94746,43527.36537,-22080.13382,963.4129
,,,,,,,,,,,,42613.63201,-22608.17847,962.3540347,43523.16909,-22072.51444,952.1046019,42613.22198,-22607.3083,970.19006,43522.76845,-22071.24184,962.6298
,,,,,,,,,,,,42583.29902,-22556.57419,958.2977005,43495.42999,-22019.38509,948.0543999,42582.92814,-22555.75007,965.65539,43494.98723,-22018.18976,957.94272
,,,,,,,,,,,,42578.24366,-22547.97328,957.6222808,43490.80654,-22010.53023,947.380581,42577.82922,-22547.15703,964.90023,43490.39041,-22009.29771,957.16469
,,,,,,,,,,,,42593.40988,-22573.77587,959.6490829,43504.67658,-22037.09487,949.403098,42593.02603,-22572.93615,967.16524,43504.28092,-22035.87382,959.5026
,,,,,,,,,,,,42588.35443,-22565.17506,958.9733011,43500.05333,-22028.23997,948.7285741,42588.02708,-22564.34311,966.40973,43499.68407,-22026.98179,958.72303
,,,,,,,,,,,,42654.07774,-22676.98094,967.7728752,43560.15668,-22143.35103,957.5229713,42653.71449,-22676.05258,976.25699,43559.74421,-22142.07735,968.9118
,,,,,,,,,,,,42664.18947,-22694.18121,969.1294659,43569.405,-22161.0592,958.8805659,42663.81273,-22693.23866,977.77665,43568.93831,-22159.76109,970.4886
,,,,,,,,,,,,42659.13359,-22685.58108,968.451076,43564.78076,-22152.20517,958.2016207,42658.71361,-22684.64562,977.01674,43564.34125,-22150.86923,969.7001
,,,,,,,,,,,,42674.30124,-22711.38137,970.4867983,43578.65395,-22178.76695,960.2393497,42673.91102,-22710.42475,979.29895,43578.23247,-22177.44474,972.0666
,,,,,,,,,,,,42669.24536,-22702.78131,969.808041,43574.02939,-22169.91313,959.5598085,42668.81187,-22701.8317,978.53772,43573.53538,-22168.55292,971.2775
,,,,,,,,,,,,42638.91039,-22651.18037,965.7394031,43546.28537,-22116.78799,955.4887942,42638.51721,-22650.27348,973.97874,43545.85318,-22115.50163,966.5517
,,,,,,,,,,,,42633.85466,-22642.58011,965.0619552,43541.6619,-22107.93344,954.8113337,42633.51813,-22641.68044,973.22066,43541.2562,-22106.6097,965.7656
,,,,,,,,,,,,42628.79897,-22633.9798,964.3846956,43537.03857,-22099.07879,954.1341788,42628.41908,-22633.08741,972.46276,43536.55925,-22097.81775,964.9807
,,,,,,,,,,,,42649.02192,-22668.38076,967.0948622,43555.53275,-22134.49678,956.8446162,42648.61538,-22667.45955,975.49741,43555.04719,-22133.18546,968.1249
,,,,,,,,,,,,42643.96614,-22659.78059,966.4170388,43550.90899,-22125.64244,956.1665562,42643.61629,-22658.86651,974.73799,43550.45017,-22124.29355,967.3382
,,,,,,,,,,,,42517.58164,-22444.75627,949.5305922,43435.31133,-21904.2771,939.3244337,42517.24308,-22444.04036,955.87398,43434.92922,-21903.19235,947.86984
,,,,,,,,,,,,42492.3071,-22401.74665,946.1658726,43412.17742,-21860.00932,935.9847888,42491.94924,-22400.97501,952.12786,43411.84571,-21858.93122,944.02755
,,,,,,,,,,,,42502.41684,-22418.95062,947.5113104,43421.43185,-21877.71609,937.3194447,42502.04676,-22418.26115,953.62466,43421.03909,-21876.61572,945.56197
,,,,,,,,,,,,42497.36196,-22410.34866,946.8385179,43416.80479,-21868.86265,936.6519186,42497.048,-22409.56808,952.87665,43416.44241,-21867.82348,944.79461
,,,,,,,,,,,,42512.52669,-22436.15446,948.8573473,43430.6851,-21895.42332,938.6557005,42512.1443,-22435.44729,955.12333,43430.3325,-21894.30016,947.10059
,,,,,,,,,,,,42507.47175,-22427.55256,948.1842529,43426.05862,-21886.56965,937.9873716,42507.14553,-22426.85422,954.37389,43425.7358,-21885.50795,946.33063
,,,,,,,,,,,,42477.14267,-22375.94045,944.1487991,43398.29351,-21833.45001,933.9857522,42476.75299,-22375.19579,949.88485,43397.95572,-21832.35433,941.7302
,,,,,,,,,,,,42472.08789,-22367.33834,943.4767219,43393.66496,-21824.59715,933.3201803,42471.75423,-22366.60272,949.13796,43393.35905,-21823.56199,940.96536
,,,,,,,,,,,,42487.25227,-22393.14461,945.4933725,43407.54975,-21851.1561,935.3180535,42486.95049,-22392.38194,951.3793,43407.24905,-21850.13894,943.2608
,,,,,,,,,,,,42482.19746,-22384.54254,944.8210152,43402.92177,-21842.303,934.6517086,42481.85173,-22383.78887,950.63195,43402.55237,-21841.24664,942.49535
,,,,,,,,,,,,42547.91198,-22496.36589,953.5734114,43463.06284,-21957.40217,943.3454402,42547.53594,-22495.59873,960.38015,43462.70966,-21956.24523,952.50456
,,,,,,,,,,,,42558.0224,-22513.56862,954.9223442,43472.31142,-21975.11128,944.6889724,42557.63365,-22512.78483,961.88543,43471.90321,-21973.92943,954.05546
,,,,,,,,,,,,42552.96717,-22504.96729,954.2477932,43467.68723,-21966.25669,944.0170127,42552.63479,-22504.19178,961.13319,43467.30642,-21965.13734,953.27986
,,,,,,,,,,,,42568.13298,-22530.77112,956.2719671,43481.55929,-21992.82063,946.0340316,42567.73141,-22529.97093,963.39246,43481.19679,-21991.61359,955.6085
,,,,,,,,,,,,42563.07767,-22522.1699,955.5970686,43476.93545,-21983.96592,945.3613128,42562.73252,-22521.37789,962.63885,43476.49999,-21982.82152,954.83134
,,,,,,,,,,,,42532.74664,-22470.56133,951.5512697,43449.18828,-21930.83915,941.3331022,42532.33946,-22469.81955,958.12517,43448.8194,-21929.66885,950.18439
,,,,,,,,,,,,42527.69161,-22461.95971,950.8775509,43444.56291,-21921.98503,940.6631343,42527.34066,-22461.22649,957.3749,43444.22267,-21920.8767,949.41224
,,,,,,,,,,,,42522.63662,-22453.35804,950.2039937,43439.93726,-21913.13101,939.993578,42522.24186,-22452.63342,956.62384,43439.52593,-21911.98453,948.6414
,,,,,,,,,,,,42542.85684,-22487.76443,952.899199,43458.43823,-21948.54773,942.6742604,42542.5371,-22487.00567,959.62829,43458.01289,-21947.35312,951.73054
,,,,,,,,,,,,42537.80172,-22479.16291,952.2251521,43453.81339,-21939.69339,942.0034794,42537.43828,-22478.41261,958.87663,43453.41615,-21938.56099,950.95682
,,,,,,,,,,,,42790.58013,-22909.17775,986.1443221,43685.05271,-22382.38047,975.9576617,42790.1944,-22908.06622,996.8824,43684.56811,-22380.84743,990.3913
,,,,,,,,,,,,42841.12931,-22995.18014,992.9750324,43731.31533,-22470.90216,982.853596,42840.68898,-22993.99932,1004.5627,43730.74134,-22469.25484,998.4632
,,,,,,,,,,,,42815.85533,-22952.17852,989.5581815,43708.18432,-22426.64158,979.4003802,42815.49153,-22951.03252,1000.7208,43707.65457,-22425.00169,994.418
,,,,,,,,,,,,42825.96506,-22969.37915,990.9245767,43717.43682,-22444.34587,980.7803717,42825.59047,-22968.21917,1002.2578,43716.84923,-22442.68308,996.0337
,,,,,,,,,,,,42820.91021,-22960.77882,990.2413186,43712.81058,-22435.49374,980.0901639,42820.491,-22959.62583,1001.4888,43712.2519,-22433.89239,995.2257
,,,,,,,,,,,,42836.07461,-22986.57983,992.2914361,43726.6892,-22462.05008,982.162082,42835.68946,-22985.40591,1003.7938,43726.14395,-22460.46431,997.6525
,,,,,,,,,,,,42831.01986,-22977.97949,991.6079505,43722.06303,-22453.19798,981.4710091,42830.58996,-22976.81253,1003.0258,43721.54658,-22451.5737,996.843
,,,,,,,,,,,,42800.69044,-22926.37795,987.5095005,43694.30542,-22400.08497,977.333527,42800.29322,-22925.25269,998.4181,43693.76267,-22398.52926,992.0004
,,,,,,,,,,,,42795.63536,-22917.77787,986.8268542,43689.67908,-22391.23273,976.645393,42795.1938,-22916.65945,997.6502,43689.16538,-22389.63837,991.1947
,,,,,,,,,,,,42810.80041,-22943.57826,988.8751639,43703.55805,-22417.7894,978.7110157,42810.39208,-22942.43922,999.9529,43703.05726,-22416.21091,993.6116
,,,,,,,,,,,,42805.74544,-22934.97808,988.1922694,43698.93175,-22408.9372,978.0220659,42805.29264,-22933.84595,999.185,43698.35996,-22407.32012,992.8054
,,,,,,,,,,,,42871.457,-23046.78188,997.078897,43759.07069,-22524.01464,987.0122686,42871.08638,-23045.56028,1009.1757,43758.52617,-22522.29735,1003.3391
,,,,,,,,,,,,42881.56621,-23063.98244,998.4476964,43768.32194,-22541.71878,988.4022657,42881.18563,-23062.74746,1010.7138,43767.72137,-22539.97796,1004.9702
,,,,,,,,,,,,42876.5116,-23055.38217,997.763245,43763.69635,-22532.86671,987.7070255,42876.086,-23054.15386,1009.9443,43763.12376,-22531.18769,1004.1545
,,,,,,,,,,,,42891.67541,-23081.1829,999.8168908,43777.57296,-22559.42289,989.7942174,42891.28492,-23079.93472,1012.2515,43777.01675,-22557.65854,1006.6039
,,,,,,,,,,,,42886.62082,-23072.5827,999.1322468,43772.94748,-22550.57084,989.0979947,42886.18527,-23071.34108,1011.4822,43772.31904,-22548.86827,1005.787
,,,,,,,,,,,,42856.29321,-23020.98103,995.0264811,43745.19333,-22497.45841,984.9308475,42855.88762,-23019.77968,1006.8684,43744.63362,-22495.82627,1000.8981
,,,,,,,,,,,,42851.2386,-23012.38075,994.3425561,43740.56741,-22488.60632,984.2379729,42850.78805,-23011.1862,1006.1006,43740.03617,-22486.93581,1000.0855
,,,,,,,,,,,,42846.18397,-23003.78046,993.6587401,43735.94141,-22479.75424,983.5455577,42845.78851,-23002.59275,1005.3317,43735.33874,-22478.14537,999.2743
,,,,,,,,,,,,42866.4024,-23038.18158,996.3946525,43754.44497,-22515.16257,986.3179902,42865.98678,-23036.96672,1008.407,43753.82862,-22513.50704,1002.5249
,,,,,,,,,,,,42861.34781,-23029.58131,995.7105138,43749.81918,-22506.31049,985.6241848,42860.88719,-23028.37319,1007.6382,43749.23111,-22504.61664,1001.7108
,,,,,,,,,,,,42734.96903,-22814.57746,978.645383,43634.16103,-22285.00467,968.4178358,42734.60165,-22813.54155,988.4549,43633.69842,-22283.5443,981.5878
,,,,,,,,,,,,42709.69069,-22771.57867,975.2429143,43611.03054,-22240.74071,965.0046441,42709.30537,-22770.57614,984.63475,43610.51244,-22239.28672,977.6108
,,,,,,,,,,,,42719.80199,-22788.77806,976.6033921,43620.28238,-22258.44656,966.3689497,42719.40385,-22787.76229,986.16165,43619.80681,-22256.96986,979.1996
,,,,,,,,,,,,42714.74631,-22780.1783,975.9230632,43615.65639,-22249.59369,965.6866387,42714.3046,-22779.16921,985.39814,43615.20962,-22248.17831,978.4051
,,,,,,,,,,,,42729.91335,-22805.97763,977.964553,43629.53471,-22276.15205,967.7345428,42729.50237,-22804.94846,987.69104,43629.00122,-22274.75286,980.7914
,,,,,,,,,,,,42724.85767,-22797.37783,977.2838885,43624.90849,-22267.29935,967.0515826,42724.5031,-22796.35537,986.92628,43624.40401,-22265.86138,979.9954
,,,,,,,,,,,,42694.52393,-22745.78005,973.2035287,43597.15386,-22214.18117,962.9605345,42694.10773,-22744.79695,982.3464,43596.72095,-22212.81176,975.2317
,,,,,,,,,,,,42689.46834,-22737.18052,972.5240867,43592.52863,-22205.32778,962.2797819,42689.10854,-22736.20389,981.58357,43592.02381,-22203.92004,974.4395
,,,,,,,,,,,,42684.41274,-22728.58097,971.844823,43587.90356,-22196.47428,961.5993348,42684.00935,-22727.61084,980.82188,43587.42668,-22195.1283,973.6476
,,,,,,,,,,,,42704.63507,-22762.97907,974.5629394,43606.40482,-22231.88764,964.3229635,42704.20614,-22761.98307,983.8715,43605.91526,-22230.4951,976.8168
,,,,,,,,,,,,42699.57951,-22754.37957,973.8831467,43601.77926,-22223.03446,963.6415942,42699.20693,-22753.39001,983.10838,43601.3181,-22221.60344,976.0241
,,,,,,,,,,,,42765.30276,-22866.17702,982.7335756,43661.92017,-22338.11916,972.5249006,42764.89753,-22865.1003,993.0492,43661.38181,-22336.5921,986.3801
,,,,,,,,,,,,42775.41388,-22883.37726,984.0974734,43671.17332,-22355.82371,973.8968457,42774.99624,-22882.28663,994.5813,43670.67631,-22354.27436,987.9826
,,,,,,,,,,,,42770.35832,-22874.77709,983.4154522,43666.54676,-22346.97144,973.2106836,42769.99688,-22873.69346,993.8147,43665.97907,-22345.48324,987.1812
,,,,,,,,,,,,42785.52482,-22900.57764,985.4619146,43680.4263,-22373.52821,975.270329,42785.095,-22899.47301,996.1156,43679.87083,-22371.95645,989.5872
,,,,,,,,,,,,42780.46938,-22891.97745,984.7796289,43675.79984,-22364.67596,974.5833922,42780.09562,-22890.87981,995.3489,43675.27358,-22363.16542,988.7843
,,,,,,,,,,,,42750.136,-22840.3771,980.6888095,43648.04041,-22311.56213,970.4697685,42749.69954,-22839.32089,990.7511,43647.4901,-22310.11838,983.9813
,,,,,,,,,,,,42745.08036,-22831.77719,980.0075148,43643.41389,-22302.7097,969.7854429,42744.70023,-22830.72777,989.98595,43642.89286,-22301.22706,983.1822
,,,,,,,,,,,,42740.0247,-22823.1773,979.3263712,43638.78743,-22293.85722,969.1014673,42739.60094,-22822.13466,989.21987,43638.29565,-22292.4357,982.3843
,,,,,,,,,,,,42760.24718,-22857.57697,982.0518399,43657.29356,-22329.26685,971.839492,42759.79819,-22856.50715,992.2827,43656.78457,-22327.80089,985.5792
,,,,,,,,,,,,42755.1916,-22848.97702,981.3702517,43652.66697,-22320.41452,971.1544498,42754.79886,-22847.91401,991.5164,43652.18733,-22318.90966,984.7796
,,,,,,,,,,,,42042.4533,-21636.18316,886.7409799,43000.23643,-21072.05874,877.4243523,42042.33008,-21636.06359,887.279934,43000.12014,-21071.81841,878.118329
,,,,,,,,,,,,42254.74235,-21997.46004,914.6866233,43194.59079,-21443.93222,904.9488267,42254.41249,-21997.1013,917.34539,43194.38451,-21443.21329,908.53192
,,,,,,,,,,,,42148.60266,-21816.82219,900.6948093,43097.41972,-21257.99405,891.164049,42148.35615,-21816.54062,902.15281,43097.25085,-21257.51086,893.09735
,,,,,,,,,,,,42199.14512,-21902.84049,907.352146,43143.68808,-21346.53808,897.7263524,42198.83281,-21902.47602,909.35119,43143.5185,-21345.91573,900.40047
,,,,,,,,,,,,42173.8739,-21859.83129,904.0222849,43120.55302,-21302.26659,894.4446594,42173.64384,-21859.50876,905.74314,43120.4345,-21301.76311,896.738
,,,,,,,,,,,,42183.9824,-21877.035,905.3539377,43129.80679,-21319.97534,895.7572298,42183.73929,-21876.69576,907.18465,43129.62806,-21319.44411,898.20006
,,,,,,,,,,,,42178.92813,-21868.43313,904.6880599,43125.17987,-21311.12099,895.1009249,42178.64148,-21868.1023,906.46359,43125.03131,-21310.55357,897.4686
,,,,,,,,,,,,42194.09088,-21894.23867,906.6859796,43139.0609,-21337.68388,897.0699465,42193.83495,-21893.88262,908.62846,43138.92165,-21337.12519,899.66651
,,,,,,,,,,,,42189.03665,-21885.63686,906.0199122,43134.43381,-21328.82964,896.4135714,42188.73704,-21885.28923,907.90626,43134.22488,-21328.23462,898.93336
,,,,,,,,,,,,42158.71123,-21834.02589,902.0255302,43106.67291,-21275.70315,892.4761345,42158.45101,-21833.728,903.5873,43106.5443,-21275.19169,894.55049
,,,,,,,,,,,,42153.65698,-21825.42409,901.3601269,43102.0463,-21266.84861,891.8200627,42153.45362,-21825.13431,902.86926,43101.84752,-21266.30131,893.82347
,,,,,,,,,,,,42168.81967,-21851.22945,903.3566059,43115.92626,-21293.41215,893.7884368,42168.54613,-21850.91522,905.02425,43115.73778,-21292.8726,896.00728
,,,,,,,,,,,,42163.76547,-21842.62769,902.6910242,43111.29955,-21284.55767,893.1322605,42163.54861,-21842.32161,904.30499,43111.14099,-21284.08217,895.27844
,,,,,,,,,,,,42229.47077,-21954.45139,911.3512595,43171.45259,-21399.66241,901.6653529,42229.22117,-21954.13566,913.70204,43171.2997,-21399.05954,904.82388
,,,,,,,,,,,,42239.57938,-21971.65491,912.685104,43180.70779,-21417.37036,902.978609,42239.31759,-21971.32199,915.15749,43180.49357,-21416.74096,906.30537
,,,,,,,,,,,,42234.52507,-21963.05316,912.0181314,43176.08017,-21408.51638,902.3219605,42234.2194,-21962.72882,914.42952,43175.89661,-21407.85026,905.56427
,,,,,,,,,,,,42249.68802,-21988.85836,914.0193512,43189.96309,-21435.07829,904.2920404,42249.41414,-21988.50823,916.61493,43189.78752,-21434.42248,907.78871
,,,,,,,,,,,,42244.6337,-21980.25664,913.3521776,43185.33542,-21426.22433,903.6353011,42244.31588,-21979.9151,915.88597,43185.09052,-21425.53173,907.0462
,,,,,,,,,,,,42214.30791,-21928.64598,909.3512492,43157.57007,-21373.10038,899.6957328,42214.02685,-21928.25595,911.52374,43157.40901,-21372.48757,902.60919
,,,,,,,,,,,,42209.25363,-21920.04415,908.6847806,43152.94267,-21364.24632,899.0392476,42209.02876,-21919.66268,910.79934,43152.71217,-21363.59692,901.87183
,,,,,,,,,,,,42204.19937,-21911.44232,908.0184122,43148.31534,-21355.39222,898.382787,42203.93081,-21911.06935,910.07451,43148.1153,-21354.80634,901.13625
,,,,,,,,,,,,42224.41648,-21945.8496,910.6844886,43166.82504,-21390.80842,901.0087815,42224.12305,-21945.44244,912.9761,43166.60278,-21390.16887,904.08523
,,,,,,,,,,,,42219.36219,-21937.24779,910.0178183,43162.19753,-21381.95441,900.3522428,42219.12488,-21936.84923,912.24964,43162.0059,-21381.37819,903.34633
,,,,,,,,,,,,42093.00308,-21722.20117,893.3817453,43046.52324,-21160.59547,883.9554184,42092.78973,-21722.00715,894.317808,43046.38723,-21160.21782,885.18129
,,,,,,,,,,,,42067.72892,-21679.19208,890.0605806,43023.38191,-21116.32628,880.6865652,42067.50827,-21679.03583,890.788339,43023.30393,-21115.96741,881.633362
,,,,,,,,,,,,42077.83874,-21696.39568,891.3888479,43032.63905,-21134.03369,881.9933517,42077.60049,-21696.22447,892.197391,43032.4973,-21133.64743,883.04806
,,,,,,,,,,,,42072.78386,-21687.79388,890.7246828,43028.01057,-21125.17995,881.3398286,42072.60454,-21687.63017,891.492529,43027.90051,-21124.85752,882.34017
,,,,,,,,,,,,42087.94835,-21713.59933,892.7173782,43041.89539,-21151.74144,883.3011542,42087.69312,-21713.41296,893.609549,43041.79065,-21151.3276,884.46913
,,,,,,,,,,,,42082.89357,-21704.9975,892.0530794,43037.26733,-21142.88752,882.6471291,42082.69694,-21704.81873,892.903136,43037.19388,-21142.5376,883.75807
,,,,,,,,,,,,42052.56374,-21653.38673,888.0686448,43009.49494,-21089.76565,878.7283955,42052.42107,-21653.2526,888.680851,43009.41366,-21089.49789,879.519716
,,,,,,,,,,,,42047.50857,-21644.78498,887.404786,43004.86572,-21080.91219,878.0762303,42047.32518,-21644.65808,887.979888,43004.81707,-21080.60792,878.818422
,,,,,,,,,,,,42062.67392,-21670.59029,889.3965417,43018.75307,-21107.47269,880.0335684,42062.51257,-21670.44146,890.085073,43018.70711,-21107.17761,880.927693
